sim_time,event,value,soc
2457.400128163,run_started,14,0.999666
2471.483462231,tag,1,0.941515
2484.466796241,waypoint,1,0.892269
2495.266796804,tag,2,0.845628
2509.450130878,waypoint,2,0.791899
2521.250131493,tag,3,0.739837
2533.516798799,waypoint,3,0.693876
2547.800132878,tag,4,0.630660
2559.616800161,waypoint,4,0.586364
2565.816800484,recovery_enter,ClearGlobalCostmap-Context,0.559172
2565.816800484,recovery_exit,ClearGlobalCostmap-Context,0.559172
2565.866800487,recovery_enter,ClearLocalCostmap-Context,0.559172
2565.866800487,recovery_exit,ClearLocalCostmap-Context,0.559172
2565.883467154,recovery_enter,Spin,0.559172
2567.000133879,recovery_exit,Spin,0.554556
2567.000133879,recovery_enter,Wait,0.554556
2572.083467477,recovery_exit,Wait,0.537927
2578.116801125,tag,5,0.510645
2589.666801728,waypoint,5,0.467463
2628.366803746,tag,0,0.299234
2642.166804466,waypoint,0,0.246341
2642.166804466,run_ended,14,0.246341
