sim_time,event,value,soc
2241.600116908,run_started,13,0.999666
2255.533450968,tag,1,0.942026
2268.400118306,waypoint,1,0.893055
2279.333452209,tag,2,0.845921
2292.833452913,waypoint,2,0.794628
2303.483453469,tag,3,0.747648
2316.383454142,waypoint,3,0.698583
2330.816788228,tag,4,0.634581
2342.850122189,waypoint,4,0.589596
2354.200122781,tag,5,0.539011
2366.466790087,waypoint,5,0.492982
2380.233457472,recovery_enter,ClearGlobalCostmap-Context,0.432120
2380.233457472,recovery_exit,ClearGlobalCostmap-Context,0.432120
2380.266790807,recovery_enter,ClearLocalCostmap-Context,0.432120
2380.266790807,recovery_exit,ClearLocalCostmap-Context,0.432120
2380.300124142,recovery_enter,BackUp,0.431667
2390.383458001,recovery_exit,BackUp,0.397960
2390.383458001,recovery_enter,ClearLocalCostmap-Subtree,0.397960
2390.383458001,recovery_exit,ClearLocalCostmap-Subtree,0.397960
2390.383458001,recovery_enter,ClearGlobalCostmap-Subtree,0.397960
2390.383458001,recovery_exit,ClearGlobalCostmap-Subtree,0.397960
2391.083458038,recovery_enter,ClearGlobalCostmap-Context,0.395481
2391.083458038,recovery_exit,ClearGlobalCostmap-Context,0.395481
2391.133458040,recovery_enter,ClearLocalCostmap-Context,0.395054
2391.133458040,recovery_exit,ClearLocalCostmap-Context,0.395054
2391.150124708,recovery_enter,Spin,0.395054
2392.450124775,recovery_exit,Spin,0.390098
2392.450124775,recovery_enter,Wait,0.390098
2397.483458371,recovery_exit,Wait,0.373446
2397.500125039,recovery_enter,ClearGlobalCostmap-Context,0.373116
2397.500125039,recovery_exit,ClearGlobalCostmap-Context,0.373116
2397.666791714,recovery_enter,BackUp,0.372786
2403.933458708,recovery_exit,BackUp,0.351660
2427.016793245,tag,0,0.252006
2442.833460737,recovery_enter,ClearLocalCostmap-Context,0.191075
2442.833460737,recovery_exit,ClearLocalCostmap-Context,0.191075
2452.850127926,recovery_enter,ClearLocalCostmap-Subtree,0.154034
2452.850127926,recovery_exit,ClearLocalCostmap-Subtree,0.154034
2452.850127926,recovery_enter,ClearGlobalCostmap-Subtree,0.154034
2452.850127926,recovery_exit,ClearGlobalCostmap-Subtree,0.154034
2457.350128160,waypoint,0,0.138868
2457.350128160,run_ended,13,0.138868
