sim_time,event,value,soc
2642.200137801,run_started,15,0.999666
2656.500138547,tag,1,0.940336
2669.200139209,waypoint,1,0.892365
2680.000139772,tag,2,0.845684
2693.733473822,waypoint,2,0.793768
2704.883474403,tag,3,0.744675
2717.250141715,waypoint,3,0.697782
2731.416809121,tag,4,0.635009
2746.033476550,recovery_enter,ClearLocalCostmap-Context,0.579835
2746.033476550,recovery_exit,ClearLocalCostmap-Context,0.579835
2751.166810151,waypoint,4,0.562162
2752.733476899,tag,585,0.555270
2763.300144117,tag,5,0.508215
2774.933478057,waypoint,5,0.464952
2811.433479961,tag,0,0.306250
2825.083480672,waypoint,0,0.254378
2825.083480672,run_ended,15,0.254378
