sim_time,event,value,soc
1146.300059784,run_started,7,0.999666
1160.550060527,tag,1,0.940913
1173.266727857,waypoint,1,0.892673
1184.200061760,tag,2,0.845210
1197.550062457,waypoint,2,0.794750
1208.850063046,tag,3,0.744796
1221.583397043,waypoint,3,0.696965
1235.416731098,tag,4,0.635550
1248.116731761,waypoint,4,0.587439
1254.650065435,recovery_enter,ClearGlobalCostmap-Context,0.558965
1254.650065435,recovery_exit,ClearGlobalCostmap-Context,0.558965
1254.683398770,recovery_enter,ClearLocalCostmap-Context,0.558965
1254.683398770,recovery_exit,ClearLocalCostmap-Context,0.558965
1254.716732105,recovery_enter,Wait,0.558515
1259.766732368,recovery_exit,Wait,0.541800
1265.133399315,tag,5,0.517950
1277.166733276,waypoint,5,0.473092
1315.600068613,tag,0,0.305747
1331.966736134,recovery_enter,ClearLocalCostmap-Context,0.242017
1331.966736134,recovery_exit,ClearLocalCostmap-Context,0.242017
1342.016736658,recovery_enter,BackUp,0.204632
1344.400070115,recovery_exit,BackUp,0.196608
1344.400070115,recovery_enter,ClearLocalCostmap-Subtree,0.196608
1344.400070115,recovery_exit,ClearLocalCostmap-Subtree,0.196608
1344.400070115,recovery_enter,ClearGlobalCostmap-Subtree,0.196608
1344.400070115,recovery_exit,ClearGlobalCostmap-Subtree,0.196608
1346.266736879,waypoint,0,0.190612
1346.266736879,run_ended,7,0.190612
