sim_time,event,value,soc
374.000019505,run_started,3,0.999604
403.300021033,waypoint,1,0.860966
403.350021036,tag,1,0.860966
426.666688919,waypoint,2,0.748851
427.050022272,tag,2,0.747240
449.566690113,waypoint,3,0.637470
475.750024812,waypoint,4,0.509549
502.783359555,waypoint,5,0.376574
529.166694264,waypoint,6,0.247371
529.166694264,dock,patrol_done,0.247371
558.700029138,waypoint,0,0.102484
558.700029138,run_ended,3,0.102484
