sim_time,event,value,soc
1317.200068697,run_started,8,0.999609
1345.850070191,waypoint,1,0.863771
1345.916736861,tag,1,0.863379
1369.783404773,waypoint,2,0.749160
1369.816738108,tag,2,0.748767
1393.083405988,waypoint,3,0.636097
1393.333406001,tag,3,0.634838
1421.783407485,recovery,enter,0.497966
1421.783407485,recovery_enter,ClearLocalCostmap-Context,0.497966
1421.783407485,recovery_exit,ClearLocalCostmap-Context,0.497966
1421.783407485,recovery,exit,0.497966
1423.016740882,waypoint,4,0.492816
1423.083407552,tag,4,0.492816
1451.550075704,waypoint,5,0.353797
1451.633409041,tag,5,0.353401
1477.766743738,waypoint,6,0.225623
1477.766743738,dock,patrol_done,0.225623
1477.850077075,tag,6,0.225230
1507.733411967,waypoint,0,0.079200
1507.733411967,run_ended,8,0.079200
