sim_time,event,value,soc
560.600029237,run_started,4,0.999608
589.383364072,waypoint,1,0.863369
589.416697407,tag,1,0.862972
613.466698661,waypoint,2,0.748091
613.650032004,tag,2,0.747290
636.900033216,waypoint,3,0.634194
636.900033216,tag,3,0.634194
647.583367107,recovery,enter,0.579257
647.583367107,recovery_enter,ClearGlobalCostmap-Context,0.579257
647.583367107,recovery_exit,ClearGlobalCostmap-Context,0.579257
647.600033774,recovery_enter,ClearLocalCostmap-Context,0.578712
647.600033774,recovery_exit,ClearLocalCostmap-Context,0.578712
647.633367110,recovery_enter,Spin,0.578712
648.900033842,recovery_exit,Spin,0.572774
648.900033842,recovery_enter,Wait,0.572774
653.950034106,recovery_exit,Wait,0.553076
653.950034106,recovery,exit,0.553076
669.383368244,waypoint,4,0.480042
669.433368247,tag,4,0.479645
696.983369683,waypoint,5,0.344661
697.000036351,tag,5,0.344265
723.033371042,waypoint,6,0.217062
723.033371042,dock,patrol_done,0.217062
723.116704380,tag,6,0.216671
753.350039290,waypoint,0,0.069431
753.350039290,run_ended,4,0.069431
