sim_time,event,value,soc
1128.900058876,run_started,7,0.999609
1158.066727064,waypoint,1,0.861788
1158.150060402,tag,1,0.861396
1182.516728339,waypoint,2,0.744785
1182.583395009,tag,2,0.744785
1205.966729562,waypoint,3,0.631370
1205.983396230,tag,3,0.631370
1231.783397575,waypoint,4,0.504961
1231.833397578,tag,4,0.504565
1259.583399025,waypoint,5,0.368612
1259.633399028,tag,5,0.368216
1287.033400457,waypoint,6,0.235276
1287.033400457,dock,patrol_done,0.235276
1287.116733795,tag,6,0.234884
1317.116735359,waypoint,0,0.088576
1317.116735359,run_ended,7,0.088576
