sim_time,event,value,soc
0.100000005,run_started,1,0.999609
28.466668151,waypoint,1,0.864734
28.566668156,tag,1,0.864338
52.616669410,waypoint,2,0.748963
52.650002745,tag,2,0.748963
76.416670652,waypoint,3,0.633878
76.600003995,tag,3,0.633048
102.316672002,waypoint,4,0.507063
102.366672005,tag,4,0.507063
130.416673468,waypoint,5,0.369746
130.450006803,tag,5,0.369746
156.833341512,waypoint,6,0.240908
156.833341512,dock,patrol_done,0.240908
156.883341515,tag,6,0.240908
187.316676435,waypoint,0,0.092502
187.316676435,run_ended,1,0.092502
