sim_time,event,value
17.116667559,tag,0
29.666668213,waypoint,0
40.683335455,tag,1
53.700002800,waypoint,1
65.500003416,tag,2
77.416670704,waypoint,2
91.683338114,tag,3
106.950005577,waypoint,3
118.700006190,tag,4
130.583340143,waypoint,4
169.333342164,tag,5
181.966676156,waypoint,5
189.150009864,waypoint,6
