sim_time,event,value
205.316677374,tag,0
217.933344699,waypoint,0
228.466678582,tag,1
242.583345985,waypoint,1
254.750013286,tag,2
266.700013909,waypoint,2
280.883347982,tag,3
293.383348634,waypoint,3
305.016682574,tag,4
317.300016548,waypoint,4
356.216685244,tag,5
368.483352551,waypoint,5
375.666686259,waypoint,6
