sim_time,event,value,soc
4943.400257818,run_started,27,0.999608
4973.400259383,waypoint,1,0.858001
4973.433592718,tag,1,0.858001
4997.550260642,waypoint,2,0.742615
4997.550260642,tag,2,0.742615
5021.133595205,waypoint,3,0.628355
5021.233595211,tag,3,0.627958
5047.100263226,waypoint,4,0.501114
5047.133596561,tag,4,0.501114
5075.283598029,waypoint,5,0.363580
5075.333598032,tag,5,0.363188
5101.650266071,waypoint,6,0.234595
5101.650266071,dock,patrol_done,0.234595
5101.816932747,tag,6,0.233795
5131.516934296,waypoint,0,0.088536
5131.516934296,run_ended,27,0.088536
