sim_time,event,value,soc
4366.800227746,run_started,24,0.999609
4395.983562601,waypoint,1,0.861714
4396.100229274,tag,1,0.860915
4420.450230544,waypoint,2,0.744795
4420.533563882,tag,2,0.744403
4444.083565110,waypoint,3,0.630475
4444.183565115,tag,3,0.630084
4469.816899785,waypoint,4,0.504078
4469.816899785,tag,4,0.504078
4497.650234570,waypoint,5,0.367818
4497.850234581,tag,5,0.366996
4524.516902638,waypoint,6,0.236783
4524.516902638,dock,patrol_done,0.236783
4524.533569306,tag,6,0.236783
4554.483570868,waypoint,0,0.090629
4554.483570868,run_ended,24,0.090629
