sim_time,event,value,soc
187.100009758,run_started,2,0.999609
216.100011270,waypoint,1,0.862243
216.233344610,tag,1,0.861842
240.233345862,waypoint,2,0.746860
240.350012535,tag,2,0.746465
264.533347129,waypoint,3,0.629717
264.616680467,tag,3,0.629326
290.333348475,waypoint,4,0.503286
290.350015142,tag,4,0.503286
318.066683255,waypoint,5,0.367427
318.133349925,tag,5,0.367036
348.133351489,recovery,enter,0.222995
348.133351489,recovery_enter,ClearLocalCostmap-Context,0.222995
348.133351489,recovery_exit,ClearLocalCostmap-Context,0.222995
348.133351489,recovery,exit,0.222995
350.200018264,waypoint,6,0.214688
350.200018264,dock,patrol_done,0.214688
350.250018266,tag,6,0.214688
380.733353190,waypoint,0,0.066227
380.733353190,run_ended,2,0.066227
