sim_time,event,value,soc
1142.300059575,run_started,7,0.999609
1171.300061088,waypoint,1,0.862190
1171.350061090,tag,1,0.862190
1195.600062355,waypoint,2,0.745966
1195.683395693,tag,2,0.745966
1219.383396929,waypoint,3,0.631291
1219.466730266,tag,3,0.630899
1230.133397489,recovery,enter,0.575342
1230.133397489,recovery_enter,ClearGlobalCostmap-Context,0.575342
1230.133397489,recovery_exit,ClearGlobalCostmap-Context,0.575342
1230.166730824,recovery_enter,ClearLocalCostmap-Context,0.575342
1230.166730824,recovery_exit,ClearLocalCostmap-Context,0.575342
1230.200064159,recovery_enter,ClearLocalCostmap-Subtree,0.574820
1230.200064159,recovery_exit,ClearLocalCostmap-Subtree,0.574820
1230.200064159,recovery_enter,ClearGlobalCostmap-Subtree,0.574820
1230.200064159,recovery_exit,ClearGlobalCostmap-Subtree,0.574820
1230.200064159,recovery,exit,0.574820
1245.650064965,waypoint,4,0.502820
1245.766731638,tag,4,0.502427
1273.850066436,waypoint,5,0.364756
1273.883399771,tag,5,0.364756
1300.166734475,waypoint,6,0.236240
1300.166734475,dock,patrol_done,0.236240
1300.216734478,tag,6,0.235849
1330.000069364,waypoint,0,0.090130
1330.000069364,run_ended,7,0.090130
