sim_time,event,value,soc
3983.300207745,run_started,22,0.999609
4012.450209265,waypoint,1,0.861764
4012.450209265,tag,1,0.861764
4036.416877182,waypoint,2,0.746744
4036.416877182,tag,2,0.746744
4060.516878439,waypoint,3,0.630543
4060.633545111,tag,3,0.630138
4071.250212332,recovery,enter,0.574985
4071.250212332,recovery_enter,ClearGlobalCostmap-Context,0.574985
4071.250212332,recovery_exit,ClearGlobalCostmap-Context,0.574985
4071.300212334,recovery_enter,ClearLocalCostmap-Context,0.574440
4071.300212334,recovery_exit,ClearLocalCostmap-Context,0.574440
4071.333545669,recovery_enter,Spin,0.574440
4072.416879059,recovery_exit,Spin,0.569458
4072.416879059,recovery_enter,Wait,0.569458
4077.450212655,recovery_exit,Wait,0.549756
4077.450212655,recovery,exit,0.549756
4093.166880141,waypoint,4,0.475957
4093.183546809,tag,4,0.475957
4121.100214932,waypoint,5,0.338799
4121.133548267,tag,5,0.338799
4147.666882984,waypoint,6,0.209652
4147.666882984,dock,patrol_done,0.209652
4147.716882986,tag,6,0.209261
4178.250217912,waypoint,0,0.060753
4178.250217912,run_ended,22,0.060753
