sim_time,event,value,soc
2083.800108678,run_started,12,0.999609
2112.816776858,waypoint,1,0.862195
2113.150110209,tag,1,0.860936
2137.066778123,waypoint,2,0.746471
2137.066778123,tag,2,0.746471
2160.916779367,waypoint,3,0.631016
2160.983446037,tag,3,0.631016
2186.933447390,waypoint,4,0.503816
2187.050114063,tag,4,0.503422
2214.683448838,waypoint,5,0.367858
2214.750115508,tag,5,0.367462
2241.316783560,waypoint,6,0.237757
2241.316783560,dock,patrol_done,0.237757
2241.333450227,tag,6,0.237757
2271.766785148,waypoint,0,0.089796
2271.766785148,run_ended,12,0.089796
