sim_time,event,value,soc
946.900049384,run_started,6,0.999609
975.866717562,waypoint,1,0.862589
975.950050899,tag,1,0.862198
1000.383385507,waypoint,2,0.745579
1000.450052177,tag,2,0.745186
1024.416720094,waypoint,3,0.629213
1024.450053429,tag,3,0.629213
1050.216721439,waypoint,4,0.502894
1050.266721442,tag,4,0.502894
1078.050056224,waypoint,5,0.366628
1078.066722892,tag,5,0.366628
1104.733390949,waypoint,6,0.236583
1104.733390949,dock,patrol_done,0.236583
1104.833390954,tag,6,0.236192
1135.066725865,waypoint,0,0.088983
1135.066725865,run_ended,6,0.088983
