sim_time,event,value,soc
379.000019766,run_started,3,0.999609
408.416687967,waypoint,1,0.860417
408.716687982,tag,1,0.859148
432.450022554,waypoint,2,0.745574
432.600022561,tag,2,0.744765
456.216690460,waypoint,3,0.630424
456.233357127,tag,3,0.630424
481.983358470,waypoint,4,0.504420
482.033358473,tag,4,0.504023
510.133359938,waypoint,5,0.366129
510.216693276,tag,5,0.365738
538.066694729,waypoint,6,0.231312
538.066694729,dock,patrol_done,0.231312
538.083361396,tag,6,0.231312
568.333362974,waypoint,0,0.083629
568.333362974,run_ended,3,0.083629
