sim_time,event,value,soc
755.800039418,run_started,5,0.999604
785.883374320,waypoint,1,0.858229
785.983374325,tag,1,0.857833
810.150042252,waypoint,2,0.742103
810.150042252,tag,2,0.742103
833.683376813,waypoint,3,0.628260
833.750043483,tag,3,0.627864
859.500044826,waypoint,4,0.501482
859.583378164,tag,4,0.501482
887.150046268,waypoint,5,0.365992
887.183379603,tag,5,0.365992
913.816714325,waypoint,6,0.235832
913.816714325,dock,patrol_done,0.235832
913.816714325,tag,6,0.235832
944.150049241,waypoint,0,0.088267
944.150049241,run_ended,5,0.088267
