sim_time,event,value,soc
375.100019562,run_started,3,0.999609
404.916687784,waypoint,1,0.859032
404.933354452,tag,1,0.859032
429.166689049,waypoint,2,0.743229
429.183355716,tag,2,0.743229
452.883356953,waypoint,3,0.628541
452.950023623,tag,3,0.628145
481.316691769,waypoint,4,0.490520
481.333358436,tag,4,0.490520
508.883359873,waypoint,5,0.355381
508.950026543,tag,5,0.354985
535.066694572,waypoint,6,0.227482
535.066694572,dock,patrol_done,0.227482
535.100027907,tag,6,0.227086
564.866696126,waypoint,0,0.081957
564.866696126,run_ended,3,0.081957
