sim_time,event,value,soc
3020.300157520,run_started,17,0.999609
3050.366825755,waypoint,1,0.858307
3050.483492428,tag,1,0.857911
3074.550160350,waypoint,2,0.742512
3074.616827020,tag,2,0.742120
3097.983494905,waypoint,3,0.629164
3098.016828240,tag,3,0.628768
3123.783496251,waypoint,4,0.502853
3123.816829586,tag,4,0.502457
3151.800164379,waypoint,5,0.365533
3151.900164384,tag,5,0.365142
3178.033499080,waypoint,6,0.237480
3178.033499080,dock,patrol_done,0.237480
3178.250165758,tag,6,0.236680
3207.916833972,waypoint,0,0.091435
3207.916833972,run_ended,17,0.091435
