sim_time,event,value,soc
2259.400117836,run_started,13,0.999608
2289.833452757,waypoint,1,0.856468
2289.883452760,tag,1,0.856468
2314.016787352,waypoint,2,0.740746
2314.066787354,tag,2,0.740746
2337.866788595,waypoint,3,0.625773
2337.883455263,tag,3,0.625773
2363.716789944,waypoint,4,0.498984
2363.766789946,tag,4,0.498984
2391.650124734,waypoint,5,0.362255
2391.733458071,tag,5,0.361864
2417.716792760,waypoint,6,0.234681
2417.716792760,dock,patrol_done,0.234681
2417.750126095,tag,6,0.234681
2448.216794351,waypoint,0,0.086273
2448.216794351,run_ended,13,0.086273
