sim_time,event,value,soc
380.800019860,run_started,3,0.999670
410.633354749,waypoint,1,0.881063
410.716688087,tag,1,0.880733
434.566689331,waypoint,2,0.784497
434.650022668,tag,2,0.784166
441.633356366,recovery_enter,ClearGlobalCostmap-Context,0.752874
441.633356366,recovery_exit,ClearGlobalCostmap-Context,0.752874
441.650023033,recovery_enter,ClearLocalCostmap-Context,0.752874
441.650023033,recovery_exit,ClearLocalCostmap-Context,0.752874
441.683356368,recovery_enter,ClearLocalCostmap-Subtree,0.752874
441.683356368,recovery_exit,ClearLocalCostmap-Subtree,0.752874
441.683356368,recovery_enter,ClearGlobalCostmap-Subtree,0.752874
441.683356368,recovery_exit,ClearGlobalCostmap-Subtree,0.752874
457.983357219,waypoint,3,0.688820
458.050023889,tag,3,0.688485
468.883357787,recovery_enter,ClearGlobalCostmap-Context,0.641246
468.883357787,recovery_exit,ClearGlobalCostmap-Context,0.641246
468.916691122,recovery_enter,ClearLocalCostmap-Context,0.640793
468.916691122,recovery_exit,ClearLocalCostmap-Context,0.640793
468.933357790,recovery_enter,Spin,0.640793
470.133357852,recovery_exit,Spin,0.636214
470.133357852,recovery_enter,Wait,0.636214
475.233358118,recovery_exit,Wait,0.619236
490.883358934,waypoint,4,0.557367
490.933358937,tag,4,0.557033
518.950027065,waypoint,5,0.441404
518.983360400,tag,5,0.441404
545.450028447,waypoint,6,0.332321
545.450028447,dock,patrol_done,0.332321
545.616695122,tag,6,0.331646
575.966696705,waypoint,0,0.207059
575.966696705,run_ended,3,0.207059
