sim_time,event,value,soc
2503.100130546,run_started,14,0.999670
2532.416798742,waypoint,1,0.882744
2532.483465412,tag,1,0.882744
2556.750133344,waypoint,2,0.784779
2556.783466679,tag,2,0.784779
2580.416801245,waypoint,3,0.688093
2580.416801245,tag,3,0.688093
2606.166802588,waypoint,4,0.581720
2606.350135931,tag,4,0.581045
2633.800137363,waypoint,5,0.466899
2633.883470701,tag,5,0.466899
2660.416805418,waypoint,6,0.357494
2660.416805418,dock,patrol_done,0.357494
2660.450138753,tag,6,0.357494
2691.166807021,waypoint,0,0.231577
2691.166807021,run_ended,14,0.231577
