sim_time,event,value,soc
4581.500238943,run_started,25,0.999670
4610.350240448,waypoint,1,0.884331
4610.366907116,tag,1,0.884331
4634.500241708,waypoint,2,0.786627
4634.533575043,tag,2,0.786627
4657.983576266,waypoint,3,0.690904
4658.133576273,tag,3,0.690217
4683.583577601,waypoint,4,0.584981
4683.633577603,tag,4,0.584646
4711.366912383,waypoint,5,0.469892
4711.400245718,tag,5,0.469561
4737.750247092,waypoint,6,0.361064
4737.750247092,dock,patrol_done,0.361064
4737.900247100,tag,6,0.360388
4767.650248652,waypoint,0,0.237674
4767.650248652,run_ended,25,0.237674
