sim_time,event,value,soc
1347.600070282,run_started,8,0.999669
1377.083405153,waypoint,1,0.882350
1377.150071823,tag,1,0.882016
1401.250073080,waypoint,2,0.784730
1401.266739748,tag,2,0.784730
1425.216740997,waypoint,3,0.686942
1425.216740997,tag,3,0.686942
1454.716742536,recovery_enter,ClearLocalCostmap-Context,0.565590
1454.716742536,recovery_exit,ClearLocalCostmap-Context,0.565590
1459.666742794,waypoint,4,0.548652
1459.700076129,tag,4,0.548321
1487.366744238,waypoint,5,0.434125
1487.516744246,tag,5,0.433442
1513.566745605,waypoint,6,0.326178
1513.566745605,dock,patrol_done,0.326178
1513.600078940,tag,6,0.325848
1543.483413832,waypoint,0,0.203000
1543.500080499,run_ended,8,0.999666
