sim_time,event,value,soc
3455.600180223,run_started,19,0.999670
3485.100181762,waypoint,1,0.881968
3485.283515105,tag,1,0.881632
3509.050183011,waypoint,2,0.785376
3509.083516346,tag,2,0.785376
3532.666850909,waypoint,3,0.688921
3532.733517579,tag,3,0.688590
3558.666852265,waypoint,4,0.581483
3558.716852268,tag,4,0.581152
3586.816853733,waypoint,5,0.465061
3586.916853738,tag,5,0.464731
3613.433521788,waypoint,6,0.355730
3613.433521788,dock,patrol_done,0.355730
3613.550188461,tag,6,0.355400
3643.083523334,waypoint,0,0.233510
3643.083523334,run_ended,19,0.233510
