sim_time,event,value,soc
4767.700248654,run_started,26,0.999670
4796.466916821,waypoint,1,0.884754
4796.633583497,tag,1,0.884081
4820.600251413,waypoint,2,0.787063
4820.700251419,tag,2,0.786727
4844.500252660,waypoint,3,0.689631
4844.533585995,tag,3,0.689631
4870.383587343,waypoint,4,0.583022
4870.450254013,tag,4,0.582688
4898.300255466,waypoint,5,0.467330
4898.350255468,tag,5,0.467330
4924.683590175,waypoint,6,0.358902
4924.683590175,dock,patrol_done,0.358902
4924.716923510,tag,6,0.358567
4955.400258444,waypoint,0,0.232611
4955.400258444,run_ended,26,0.232611
