sim_time,event,value,soc
3262.500170152,run_started,18,0.999666
3291.433504994,waypoint,1,0.884061
3291.500171665,tag,1,0.883731
3315.366839576,waypoint,2,0.787414
3315.416839579,tag,2,0.787081
3338.550174118,waypoint,3,0.692309
3338.683507459,tag,3,0.691979
3349.050174666,recovery_enter,ClearGlobalCostmap-Context,0.646473
3349.050174666,recovery_exit,ClearGlobalCostmap-Context,0.646473
3349.083508001,recovery_enter,ClearLocalCostmap-Context,0.646473
3349.083508001,recovery_exit,ClearLocalCostmap-Context,0.646473
3349.100174669,recovery_enter,Spin,0.646013
3350.250174729,recovery_exit,Spin,0.641799
3350.250174729,recovery_enter,Wait,0.641799
3355.266841657,recovery_exit,Wait,0.625152
3371.316842494,waypoint,4,0.561144
3371.433509167,tag,4,0.560811
3399.033510606,waypoint,5,0.446523
3399.033510606,tag,5,0.446523
3425.683511996,waypoint,6,0.337119
3425.683511996,dock,patrol_done,0.337119
3425.916845342,tag,6,0.336097
3455.500180218,waypoint,0,0.213906
3455.500180218,run_ended,18,0.213906
