sim_time,event,value,soc
185.100009653,run_started,2,0.999609
214.333344511,waypoint,1,0.861503
214.450011184,tag,1,0.861112
238.366679098,waypoint,2,0.746538
238.400012433,tag,2,0.746142
261.716680316,waypoint,3,0.633167
261.833346989,tag,3,0.632774
287.466681659,waypoint,4,0.507161
287.650015002,tag,4,0.506370
315.533349789,waypoint,5,0.369685
315.550016457,tag,5,0.369685
341.800017826,waypoint,6,0.241377
341.800017826,dock,patrol_done,0.241377
341.833351161,tag,6,0.241377
372.350019419,waypoint,0,0.092981
372.350019419,run_ended,2,0.092981
