sim_time,event,value,soc
564.900029461,run_started,4,0.999608
594.050030982,waypoint,1,0.861755
594.150030987,tag,1,0.861364
618.066698901,waypoint,2,0.746736
618.316698914,tag,2,0.745506
642.083366820,waypoint,3,0.630807
668.266701519,waypoint,4,0.502819
696.100036304,waypoint,5,0.365983
696.116702971,tag,5,0.365983
722.516704348,waypoint,6,0.237043
722.516704348,dock,patrol_done,0.237043
723.216704385,tag,6,0.233888
752.650039253,waypoint,0,0.090218
752.650039253,run_ended,4,0.090218
