sim_time,event,value,soc
752.700039256,run_started,5,0.999608
781.850040776,waypoint,1,0.861751
782.033374119,tag,1,0.860954
806.016708703,waypoint,2,0.746066
806.116708708,tag,2,0.745672
829.983376620,waypoint,3,0.630629
856.133377984,waypoint,4,0.502698
884.450046127,waypoint,5,0.364429
911.050047514,waypoint,6,0.234704
911.050047514,dock,patrol_done,0.234704
941.583382440,waypoint,0,0.086308
941.583382440,run_ended,5,0.086308
