sim_time,event,value,soc
1513.600078940,run_started,9,0.999609
1543.833413850,waypoint,1,0.857341
1543.850080518,tag,1,0.857341
1568.133415117,waypoint,2,0.741273
1568.150081785,tag,2,0.741273
1591.666749678,waypoint,3,0.627399
1591.850083021,tag,3,0.626588
1602.300083566,recovery,enter,0.572106
1602.300083566,recovery_enter,ClearGlobalCostmap-Context,0.572106
1602.300083566,recovery_exit,ClearGlobalCostmap-Context,0.572106
1602.350083569,recovery_enter,ClearLocalCostmap-Context,0.572106
1602.350083569,recovery_exit,ClearLocalCostmap-Context,0.572106
1602.383416904,recovery_enter,Spin,0.572106
1603.533416964,recovery_exit,Spin,0.566593
1603.533416964,recovery_enter,Wait,0.566593
1608.633417230,recovery_exit,Wait,0.546454
1608.633417230,recovery,exit,0.546454
1624.183418041,waypoint,4,0.473119
1624.233418043,tag,4,0.472723
1652.000086158,waypoint,5,0.336305
1652.016752826,tag,5,0.336305
1657.616753118,recovery,enter,0.306238
1657.616753118,recovery_enter,ClearGlobalCostmap-Context,0.306238
1657.616753118,recovery_exit,ClearGlobalCostmap-Context,0.306238
1657.650086453,recovery_enter,ClearLocalCostmap-Context,0.306238
1657.650086453,recovery_exit,ClearLocalCostmap-Context,0.306238
1657.683419788,recovery_enter,BackUp,0.306238
1667.766753647,recovery_exit,BackUp,0.265727
1667.766753647,recovery_enter,ClearLocalCostmap-Subtree,0.265727
1667.766753647,recovery_exit,ClearLocalCostmap-Subtree,0.265727
1667.766753647,recovery_enter,ClearGlobalCostmap-Subtree,0.265727
1667.766753647,recovery_exit,ClearGlobalCostmap-Subtree,0.265727
1667.766753647,recovery,exit,0.265727
1680.700087655,dock,low_soc,0.199712
1712.133422628,waypoint,0,0.046713
1712.133422628,run_ended,9,0.046713
