sim_time,event,value,soc
3642.000189945,run_started,20,0.999669
3671.100191462,waypoint,1,0.883368
3671.166858132,tag,1,0.883368
3695.133526049,waypoint,2,0.786373
3695.183526052,tag,2,0.786373
3718.716860612,waypoint,3,0.689941
3718.750193947,tag,3,0.689941
3729.400194503,recovery,enter,0.643117
3729.400194503,recovery_enter,ClearGlobalCostmap-Context,0.643117
3729.400194503,recovery_exit,ClearGlobalCostmap-Context,0.643117
3729.450194505,recovery_enter,ClearLocalCostmap-Context,0.643117
3729.450194505,recovery_exit,ClearLocalCostmap-Context,0.643117
3729.466861173,recovery_enter,Wait,0.643117
3734.516861436,recovery_exit,Wait,0.625993
3734.516861436,recovery,exit,0.625993
3749.833528902,waypoint,4,0.565693
3749.900195572,tag,4,0.565363
3777.766863692,waypoint,5,0.450294
3777.916863700,tag,5,0.449611
3804.116865066,waypoint,6,0.341502
3804.116865066,dock,patrol_done,0.341502
3804.150198401,tag,6,0.341502
3834.016866626,waypoint,0,0.218300
3834.016866626,run_ended,20,0.218300
