sim_time,event,value,soc
377.900019709,run_started,3,0.999670
407.000021226,waypoint,1,0.883431
407.050021229,tag,1,0.883431
431.266689158,waypoint,2,0.785726
431.383355831,tag,2,0.785396
454.700023714,waypoint,3,0.689555
454.766690384,tag,3,0.689555
480.966691751,waypoint,4,0.581527
481.033358421,tag,4,0.581192
508.700026530,waypoint,5,0.466525
508.783359868,tag,5,0.466525
535.466694593,waypoint,6,0.356693
535.466694593,dock,patrol_done,0.356693
535.533361263,tag,6,0.356363
565.700029503,waypoint,0,0.232192
565.700029503,run_ended,3,0.232192
