sim_time,event,value,soc
3267.200170397,run_started,18,0.999670
3296.366838585,waypoint,1,0.883376
3296.416838588,tag,1,0.883042
3320.166839826,waypoint,2,0.787134
3320.366839837,tag,2,0.786462
3343.416841039,waypoint,3,0.691791
3343.450174374,tag,3,0.691791
3369.866842418,waypoint,4,0.583250
3369.933509089,tag,4,0.582916
3397.516843860,waypoint,5,0.468739
3397.550177196,tag,5,0.468739
3424.150178583,waypoint,6,0.359220
3424.150178583,dock,patrol_done,0.359220
3424.216845253,tag,6,0.358890
3454.683513509,waypoint,0,0.233986
3454.683513509,run_ended,18,0.233986
