sim_time,event,value,soc
3079.400160603,run_started,17,0.999666
3108.700162131,waypoint,1,0.882672
3108.766828801,tag,1,0.882672
3132.750163385,waypoint,2,0.785669
3132.850163390,tag,2,0.785338
3156.283497946,waypoint,3,0.689554
3156.316831281,tag,3,0.689223
3182.650165988,waypoint,4,0.580936
3182.766832660,tag,4,0.580603
3210.850167458,waypoint,5,0.464513
3211.000167466,tag,5,0.463826
3237.233502168,waypoint,6,0.355694
3237.233502168,dock,patrol_done,0.355694
3237.550168851,tag,6,0.354655
3267.100170392,waypoint,0,0.232744
3267.100170392,run_ended,17,0.232410
