sim_time,event,value,soc
754.100039329,run_started,5,0.999670
783.400040857,waypoint,1,0.882740
783.433374192,tag,1,0.882740
807.616708787,waypoint,2,0.785047
807.650042122,tag,2,0.785047
831.650043373,waypoint,3,0.687226
831.716710044,tag,3,0.686896
857.650044729,waypoint,4,0.580025
857.650044729,tag,4,0.580025
885.433379512,waypoint,5,0.464964
885.550046185,tag,5,0.464634
911.616714211,waypoint,6,0.356953
911.616714211,dock,patrol_done,0.356953
911.883380891,tag,6,0.356275
941.933382458,waypoint,0,0.232310
941.933382458,run_ended,5,0.232310
