sim_time,event,value,soc
942.000049129,run_started,6,0.999670
971.500050667,waypoint,1,0.882098
971.533384002,tag,1,0.882098
995.716718597,waypoint,2,0.784418
995.800051935,tag,2,0.784085
1019.316719828,waypoint,3,0.687998
1019.350053163,tag,3,0.687998
1045.466721192,waypoint,4,0.580402
1045.550054529,tag,4,0.580068
1073.683389330,waypoint,5,0.464176
1073.700055997,tag,5,0.463842
1100.150057377,waypoint,6,0.355122
1100.166724044,dock,patrol_done,0.355122
1100.216724047,tag,6,0.354792
1130.100058939,waypoint,0,0.231530
1130.100058939,run_ended,6,0.231530
