sim_time,event,value,soc
1887.900098461,run_started,11,0.999670
1918.383433384,waypoint,1,0.878928
1918.416766719,tag,1,0.878594
1942.350101301,waypoint,2,0.782021
1942.366767968,tag,2,0.782021
1966.016769202,waypoint,3,0.685298
1966.150102542,tag,3,0.684962
1992.566770587,waypoint,4,0.575894
1992.650103924,tag,4,0.575563
2020.933438733,waypoint,5,0.458621
2020.950105400,tag,5,0.458621
2026.733439035,recovery,enter,0.432316
2026.733439035,recovery_enter,ClearGlobalCostmap-Context,0.432316
2026.733439035,recovery_exit,ClearGlobalCostmap-Context,0.432316
2026.766772370,recovery_enter,ClearLocalCostmap-Context,0.432316
2026.766772370,recovery_exit,ClearLocalCostmap-Context,0.432316
2026.800105705,recovery_enter,Spin,0.431856
2029.000105820,recovery_exit,Spin,0.423221
2029.000105820,recovery,exit,0.423221
2050.100106921,waypoint,6,0.338472
2050.100106921,dock,patrol_done,0.338472
2050.150106923,tag,6,0.338472
2080.000108480,waypoint,0,0.215226
2080.000108480,run_ended,11,0.215226
