sim_time,event,value,soc
5330.200277991,run_started,29,0.999669
5359.216946171,waypoint,1,0.883826
5359.250279506,tag,1,0.883826
5383.216947423,waypoint,2,0.786811
5383.233614090,tag,2,0.786811
5406.850281989,waypoint,3,0.690444
5407.066948667,tag,3,0.689754
5432.633616667,waypoint,4,0.583810
5432.900283347,tag,4,0.582770
5460.800284802,waypoint,5,0.467429
5461.050284815,tag,5,0.466703
5486.966952834,waypoint,6,0.359719
5486.966952834,dock,patrol_done,0.359719
5487.000286169,tag,6,0.359388
5517.400287754,waypoint,0,0.234502
5517.400287754,run_ended,29,0.234502
