sim_time,event,value,soc
0.100000005,run_started,1,0.999670
28.116668133,waypoint,1,0.886794
28.333334811,tag,1,0.886116
52.183336054,waypoint,2,0.789832
52.200002722,tag,2,0.789498
75.733337283,waypoint,3,0.693418
76.000003963,tag,3,0.692334
102.033338654,waypoint,4,0.585339
102.066671989,tag,4,0.585339
129.983340112,waypoint,5,0.469995
130.033340115,tag,5,0.469661
156.416674824,waypoint,6,0.360956
156.416674824,dock,patrol_done,0.360956
156.500008162,tag,6,0.360626
186.416676389,waypoint,0,0.237470
186.416676389,run_ended,1,0.237470
