sim_time,event,value,soc
6094.100317832,run_started,33,0.999670
6123.700319375,waypoint,1,0.881600
6123.700319375,tag,1,0.881600
6147.716987295,waypoint,2,0.784660
6147.783653965,tag,2,0.784660
6170.950321840,waypoint,3,0.689512
6171.100321847,tag,3,0.688822
6196.850323190,waypoint,4,0.582483
6196.900323193,tag,4,0.582153
6224.766991313,waypoint,5,0.466987
6224.800324648,tag,5,0.466655
6251.266992695,waypoint,6,0.357901
6251.266992695,dock,patrol_done,0.357901
6251.366992700,tag,6,0.357569
6281.416994268,waypoint,0,0.233692
6281.416994268,run_ended,33,0.233692
