sim_time,event,value,soc
5517.500287760,run_started,30,0.999670
5546.150289254,waypoint,1,0.885107
5546.216955924,tag,1,0.884777
5570.150290505,waypoint,2,0.788150
5570.333623848,tag,2,0.787478
5593.650291731,waypoint,3,0.692036
5593.733625069,tag,3,0.691705
5622.650293244,recovery,enter,0.572731
5622.650293244,recovery_enter,ClearLocalCostmap-Context,0.572731
5622.650293244,recovery_exit,ClearLocalCostmap-Context,0.572731
5622.650293244,recovery,exit,0.572731
5628.716960227,waypoint,4,0.551056
5628.800293564,tag,4,0.550726
5656.433628339,waypoint,5,0.436465
5656.650295017,tag,5,0.435773
5682.833629716,waypoint,6,0.327650
5682.833629716,dock,patrol_done,0.327650
5683.033629726,tag,6,0.326978
5712.950297953,waypoint,0,0.203779
5712.950297953,run_ended,30,0.203779
