sim_time,event,value,soc
1741.300090815,run_started,10,0.999670
1770.566759008,waypoint,1,0.883069
1770.616759011,tag,1,0.882739
1794.650093598,waypoint,2,0.785813
1794.733426935,tag,2,0.785483
1818.250094829,waypoint,3,0.689384
1818.366761501,tag,3,0.689053
1829.033428724,recovery,enter,0.642259
1829.033428724,recovery_enter,ClearGlobalCostmap-Context,0.642259
1829.033428724,recovery_exit,ClearGlobalCostmap-Context,0.642259
1829.066762059,recovery_enter,ClearLocalCostmap-Context,0.642259
1829.066762059,recovery_exit,ClearLocalCostmap-Context,0.642259
1829.100095394,recovery_enter,Spin,0.641811
1830.383428795,recovery_exit,Spin,0.637259
1830.383428795,recovery_enter,Wait,0.637259
1835.416762391,recovery_exit,Wait,0.620240
1835.416762391,recovery,exit,0.620240
1851.700096573,waypoint,4,0.555778
1851.816763246,tag,4,0.555443
1879.350098015,waypoint,5,0.441427
1879.350098015,tag,5,0.441427
1905.900099400,waypoint,6,0.331991
1905.900099400,dock,patrol_done,0.331991
1906.033432740,tag,6,0.331656
1936.050100972,waypoint,0,0.208083
1936.050100972,run_ended,10,0.208083
