sim_time,event,value,soc
5142.700268212,run_started,28,0.999670
5172.000269740,waypoint,1,0.882677
5172.033603075,tag,1,0.882677
5196.183604335,waypoint,2,0.785451
5196.200271002,tag,2,0.785116
5219.916938906,waypoint,3,0.688305
5220.100272249,tag,3,0.687970
5245.600273579,waypoint,4,0.582163
5245.800273589,tag,4,0.581476
5273.683608377,waypoint,5,0.466114
5273.816941717,tag,5,0.465434
5300.266943097,waypoint,6,0.356766
5300.266943097,dock,patrol_done,0.356766
5300.283609764,tag,6,0.356766
5330.133611321,waypoint,0,0.233527
5330.150277988,run_ended,28,0.233527
