sim_time,event,value,soc
961.900050166,run_started,6,0.999670
991.483385043,waypoint,1,0.882095
991.583385048,tag,1,0.881761
1015.716719640,waypoint,2,0.784073
1015.766719643,tag,2,0.784073
1039.500054214,waypoint,3,0.687048
1039.566720884,tag,3,0.687048
1050.266721442,recovery,enter,0.640249
1050.266721442,recovery_enter,ClearGlobalCostmap-Context,0.640249
1050.266721442,recovery_exit,ClearGlobalCostmap-Context,0.640249
1050.316721444,recovery_enter,ClearLocalCostmap-Context,0.639789
1050.316721444,recovery_exit,ClearLocalCostmap-Context,0.639789
1050.350054780,recovery_enter,Wait,0.639789
1055.416721710,recovery_exit,Wait,0.622710
1055.416721710,recovery,exit,0.622710
1073.250055974,recovery,enter,0.552992
1073.250055974,recovery_enter,ClearLocalCostmap-Context,0.552992
1073.250055974,recovery_exit,ClearLocalCostmap-Context,0.552992
1073.250055974,recovery,exit,0.552992
1074.500056039,waypoint,4,0.548651
1074.516722707,tag,4,0.548651
1102.483390832,waypoint,5,0.433293
1102.483390832,tag,5,0.433293
1128.816725539,waypoint,6,0.324533
1128.816725539,dock,patrol_done,0.324533
1128.850058874,tag,6,0.324533
1158.933393776,waypoint,0,0.200670
1158.933393776,run_ended,6,0.200670
