sim_time,event,value,soc
1159.000060446,run_started,7,0.999670
1188.266728639,waypoint,1,0.883101
1188.383395312,tag,1,0.882767
1213.366729948,waypoint,2,0.782362
1213.433396618,tag,2,0.782032
1237.150064522,waypoint,3,0.685235
1237.166731189,tag,3,0.685235
1238.000064566,tag,87,0.681425
1263.050065873,waypoint,4,0.578396
1263.116732543,tag,4,0.578066
1291.183400673,waypoint,5,0.462323
1291.333400681,tag,5,0.461646
1317.516735380,waypoint,6,0.353611
1317.516735380,dock,patrol_done,0.353611
1317.516735380,tag,6,0.353611
1347.583403615,waypoint,0,0.229980
1347.583403615,run_ended,7,0.229980
