sim_time,event,value,soc
2889.700150709,run_started,16,0.999669
2918.650152219,waypoint,1,0.884058
2918.750152224,tag,1,0.883728
2942.566820133,waypoint,2,0.787477
2942.616820136,tag,2,0.787146
2966.250154701,waypoint,3,0.690745
2966.500154715,tag,3,0.689671
2991.933489374,waypoint,4,0.584404
2991.983489377,tag,4,0.584404
3019.750157492,waypoint,5,0.469386
3019.766824159,tag,5,0.469386
3046.016825528,waypoint,6,0.361004
3046.016825528,dock,patrol_done,0.361004
3046.150158869,tag,6,0.360671
3075.866827085,waypoint,0,0.238074
3075.866827085,run_ended,16,0.238074
