sim_time,event,value,soc
3643.100190002,run_started,20,0.999666
3672.883524889,waypoint,1,0.881258
3672.916858224,tag,1,0.880924
3697.083526151,waypoint,2,0.783639
3697.166859488,tag,2,0.783305
3720.683527382,waypoint,3,0.687108
3720.816860722,tag,3,0.686426
3746.633528735,waypoint,4,0.579701
3746.683528738,tag,4,0.579701
3774.550196858,waypoint,5,0.464071
3774.683530198,tag,5,0.463741
3801.566864933,waypoint,6,0.353298
3801.566864933,dock,patrol_done,0.353298
3801.650198271,tag,6,0.352966
3831.933533184,waypoint,0,0.228441
3831.933533184,run_ended,20,0.228441
