sim_time,event,value,soc
4955.500258449,run_started,27,0.999670
4984.316926619,waypoint,1,0.884392
4984.416926624,tag,1,0.884059
5008.266927868,waypoint,2,0.787747
5008.333594538,tag,2,0.787416
5032.516929132,waypoint,3,0.689013
5032.533595800,tag,3,0.689013
5058.283597143,waypoint,4,0.582573
5058.550263823,tag,4,0.581541
5086.333598606,waypoint,5,0.466505
5086.600265286,tag,5,0.465812
5112.750266650,waypoint,6,0.357785
5112.750266650,dock,patrol_done,0.357785
5112.816933320,tag,6,0.357455
5142.650268210,waypoint,0,0.234540
5142.650268210,run_ended,27,0.234540
