sim_time,event,value,soc
188.200009815,run_started,2,0.999609
217.033344652,waypoint,1,0.862954
217.050011320,tag,1,0.862954
241.383345922,waypoint,2,0.746894
241.416679257,tag,2,0.746502
264.733347140,waypoint,3,0.633504
264.866680480,tag,3,0.633113
290.950015174,waypoint,4,0.505000
290.983348509,tag,4,0.505000
319.183349980,waypoint,5,0.367068
319.183349980,tag,5,0.367068
345.916684707,waypoint,6,0.236544
345.916684707,dock,patrol_done,0.236544
345.983351377,tag,6,0.236544
376.116686282,waypoint,0,0.089344
376.116686282,run_ended,2,0.089344
