sim_time,event,value,soc
5523.900288093,run_started,30,0.999670
5553.083622949,waypoint,1,0.883452
5553.266956292,tag,1,0.882779
5576.950290860,waypoint,2,0.786798
5577.216957541,tag,2,0.785770
5600.450292086,waypoint,3,0.690749
5600.500292088,tag,3,0.690417
5626.983626803,waypoint,4,0.581845
5627.333626821,tag,4,0.580446
5654.750294918,waypoint,5,0.466732
5654.933628261,tag,5,0.466056
5681.600296318,waypoint,6,0.356232
5681.600296318,dock,patrol_done,0.356232
5681.716962991,tag,6,0.355900
5711.883631231,waypoint,0,0.231951
5711.883631231,run_ended,30,0.231951
