sim_time,event,value,soc
4192.000218629,run_started,23,0.999669
4221.466886833,waypoint,1,0.882352
4221.650220176,tag,1,0.881676
4245.666888095,waypoint,2,0.784657
4245.733554765,tag,2,0.784326
4269.600222676,waypoint,3,0.686900
4270.050222700,tag,3,0.685394
4295.616890700,waypoint,4,0.579721
4295.633557368,tag,4,0.579721
4323.766892168,waypoint,5,0.463759
4349.966893535,waypoint,6,0.355628
4349.966893535,dock,patrol_done,0.355628
4350.000226870,tag,6,0.355297
4381.633561853,waypoint,0,0.226362
4381.633561853,run_ended,23,0.226362
