sim_time,event,value,soc
5899.500307682,run_started,32,0.999670
5928.750309208,waypoint,1,0.883044
5928.883642548,tag,1,0.882713
5952.983643805,waypoint,2,0.785308
5953.233643818,tag,2,0.784287
5976.733645044,waypoint,3,0.688217
5976.783645046,tag,3,0.688217
6002.816979737,waypoint,4,0.580727
6002.833646405,tag,4,0.580727
6030.483647847,waypoint,5,0.466445
6030.600314520,tag,5,0.465770
6056.883649224,waypoint,6,0.357773
6056.883649224,dock,patrol_done,0.357773
6057.033649232,tag,6,0.357105
6087.266984142,waypoint,0,0.232911
6087.266984142,run_ended,32,0.232911
