sim_time,event,value,soc
4569.500238317,run_started,25,0.999670
4599.783573230,waypoint,1,0.879600
4599.916906571,tag,1,0.878931
4623.916907822,waypoint,2,0.781974
4623.933574490,tag,2,0.781974
4647.666909061,waypoint,3,0.685287
4647.683575728,tag,3,0.685287
4674.183577110,waypoint,4,0.576337
4674.450243791,tag,4,0.575315
4702.100245233,waypoint,5,0.460553
4702.166911903,tag,5,0.460553
4729.000246636,waypoint,6,0.350150
4729.000246636,dock,patrol_done,0.350150
4730.200246699,tag,6,0.345069
4758.750248188,waypoint,0,0.227569
4758.750248188,run_ended,25,0.227569
