sim_time,event,value,soc
4381.700228523,run_started,24,0.999670
4411.166896726,waypoint,1,0.882363
4411.233563397,tag,1,0.882032
4435.233564648,waypoint,2,0.785076
4435.333564653,tag,2,0.784746
4458.716899206,waypoint,3,0.689022
4459.350232573,tag,3,0.686669
4484.916900573,waypoint,4,0.581027
4485.016900578,tag,4,0.580695
4512.700235355,waypoint,5,0.465890
4512.716902023,tag,5,0.465890
4539.250236740,waypoint,6,0.356825
4539.250236740,dock,patrol_done,0.356825
4539.716903431,tag,6,0.354999
4569.400238312,waypoint,0,0.232583
4569.400238312,run_ended,24,0.232583
