sim_time,event,value,soc
3620.700188834,run_started,20,0.999666
3650.250190375,waypoint,1,0.882108
3650.300190377,tag,1,0.881777
3674.416858302,waypoint,2,0.784478
3674.650191647,tag,2,0.783794
3698.000192865,waypoint,3,0.688079
3698.050192868,tag,3,0.688079
3724.233527567,waypoint,4,0.580100
3724.416860910,tag,4,0.579416
3752.416862370,waypoint,5,0.463749
3752.466862373,tag,5,0.463749
3778.966863755,waypoint,6,0.354539
3778.966863755,dock,patrol_done,0.354539
3779.033530425,tag,6,0.354209
3808.750198641,waypoint,0,0.231672
3808.750198641,run_ended,20,0.231672
