sim_time,event,value,soc
5145.600268363,run_started,28,0.999666
5175.833603274,waypoint,1,0.879608
5175.933603279,tag,1,0.879278
5199.966937866,waypoint,2,0.782418
5199.983604533,tag,2,0.782418
5223.266939081,waypoint,3,0.687049
5223.466939091,tag,3,0.686368
5249.833607133,waypoint,4,0.577733
5250.066940478,tag,4,0.577061
5277.766941923,waypoint,5,0.462166
5277.850275261,tag,5,0.461835
5304.600276656,waypoint,6,0.351757
5304.600276656,dock,patrol_done,0.351757
5304.616943323,tag,6,0.351757
5334.500278215,waypoint,0,0.228468
5334.500278215,run_ended,28,0.228468
