sim_time,event,value,soc
5711.900297898,run_started,31,0.999666
5741.350299434,waypoint,1,0.882381
5741.516966110,tag,1,0.881709
5765.500300694,waypoint,2,0.784700
5765.566967364,tag,2,0.784700
5789.250301932,waypoint,3,0.687854
5789.333635270,tag,3,0.687524
5815.366969961,waypoint,4,0.580209
5815.450303299,tag,4,0.579877
5843.100304741,waypoint,5,0.465165
5843.133638076,tag,5,0.465165
5869.216972770,waypoint,6,0.357502
5869.216972770,dock,patrol_done,0.357502
5869.666972793,tag,6,0.356050
5899.466974347,waypoint,0,0.233294
5899.466974347,run_ended,31,0.233294
