sim_time,event,value,soc
2092.200109116,run_started,12,0.999670
2121.516777312,waypoint,1,0.882722
2121.533443979,tag,1,0.882722
2145.716778574,waypoint,2,0.784958
2145.750111909,tag,2,0.784958
2169.283446470,waypoint,3,0.688831
2169.350113140,tag,3,0.688496
2195.866781190,waypoint,4,0.579531
2195.966781195,tag,4,0.579199
2223.783449312,waypoint,5,0.464203
2223.866782650,tag,5,0.463869
2250.283450694,waypoint,6,0.355178
2250.283450694,dock,patrol_done,0.355178
2250.333450697,tag,6,0.354847
2280.533452272,waypoint,0,0.230611
2280.533452272,run_ended,12,0.230611
