sim_time,event,value,soc
947.100049395,run_started,6,0.999670
978.100051011,waypoint,1,0.876890
978.150051014,tag,1,0.876890
1002.100052263,waypoint,2,0.780015
1002.133385598,tag,2,0.780015
1025.766720164,waypoint,3,0.683645
1025.850053502,tag,3,0.683314
1051.933388195,waypoint,4,0.575759
1052.000054866,tag,4,0.575429
1060.483388641,recovery,enter,0.538961
1060.483388641,recovery_enter,ClearGlobalCostmap-Context,0.538961
1060.483388641,recovery_exit,ClearGlobalCostmap-Context,0.538961
1060.500055309,recovery_enter,ClearLocalCostmap-Context,0.538525
1060.500055309,recovery_exit,ClearLocalCostmap-Context,0.538525
1060.550055311,recovery_enter,Spin,0.538525
1061.750055374,recovery_exit,Spin,0.533911
1061.750055374,recovery_enter,Wait,0.533911
1066.766722302,recovery_exit,Wait,0.517237
1066.766722302,recovery,exit,0.517237
1086.566723335,waypoint,5,0.437057
1086.650056673,tag,5,0.436722
1112.816724704,waypoint,6,0.328654
1112.816724704,dock,patrol_done,0.328654
1112.850058039,tag,6,0.328654
1142.816726269,waypoint,0,0.205128
1142.816726269,run_ended,6,0.205128
