sim_time,event,value,soc
4002.500208746,run_started,22,0.999670
4031.833543609,waypoint,1,0.882714
4032.100210290,tag,1,0.881671
4056.000211536,waypoint,2,0.785031
4056.016878204,tag,2,0.785031
4063.100211907,recovery,enter,0.753301
4063.100211907,recovery_enter,ClearGlobalCostmap-Context,0.753301
4063.100211907,recovery_exit,ClearGlobalCostmap-Context,0.753301
4063.116878574,recovery_enter,ClearLocalCostmap-Context,0.753301
4063.116878574,recovery_exit,ClearLocalCostmap-Context,0.753301
4063.166878577,recovery_enter,BackUp,0.753301
4063.666878603,recovery_exit,BackUp,0.751229
4063.666878603,recovery,exit,0.751229
4080.450212812,waypoint,3,0.685982
4080.566879484,tag,3,0.685650
4091.283546710,recovery,enter,0.638775
4091.283546710,recovery_enter,ClearGlobalCostmap-Context,0.638775
4091.283546710,recovery_exit,ClearGlobalCostmap-Context,0.638775
4091.300213377,recovery_enter,ClearLocalCostmap-Context,0.638321
4091.300213377,recovery_exit,ClearLocalCostmap-Context,0.638321
4091.333546712,recovery_enter,ClearLocalCostmap-Subtree,0.638321
4091.333546712,recovery_exit,ClearLocalCostmap-Subtree,0.638321
4091.333546712,recovery_enter,ClearGlobalCostmap-Subtree,0.638321
4091.333546712,recovery_exit,ClearGlobalCostmap-Subtree,0.638321
4091.333546712,recovery,exit,0.638321
4106.800214186,waypoint,4,0.577353
4106.800214186,tag,4,0.577353
4134.600215636,waypoint,5,0.462370
4134.883548984,tag,5,0.461661
4161.416883701,waypoint,6,0.352311
4161.416883701,dock,patrol_done,0.352311
4161.450217036,tag,6,0.352311
4191.966885294,waypoint,0,0.227133
4191.966885294,run_ended,22,0.227133
